"","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201392_s_at","chr1",-0.521719745033712,8.18672379356748,-3.65767553614979,0.000933643563262008,0.0320470882973442,-0.965193210450985
"204021_s_at","chr11",-0.40985427533677,7.84712343124504,-3.6575707038744,0.000933909700126643,0.0320470882973442,-0.965462454150839
"222275_at","chr6_GL000256v2_alt",-0.260474495019589,7.52727015269327,-3.65711306020212,0.000935072379282386,0.0320470882973442,-0.966637798812342
"213027_at","chr19_KI270891v1_alt",-0.332395308614387,8.83358256212879,-3.65525298133855,0.000939812533247775,0.0321600672859611,-0.971414372889951
"200771_at","chr1",-0.404690938466141,8.46667622748205,-3.65216356568639,0.00094773707451325,0.0323815012406927,-0.979345756491304
"218090_s_at","chr4",-0.353651336437158,8.88983844497085,-3.64852361997876,0.000957157005116944,0.0326532719800768,-0.988687202417825
"201627_s_at","chr1",1.08933064168561,11.8448472798698,3.64752965775514,0.000959745067040578,0.0326914997835825,-0.991237454951098
"217122_s_at","chr3",-0.50263691292648,8.70805943902809,-3.64396539591196,0.00096908159209424,0.0329315115086023,-1.00038023978683
"202134_s_at","chr1",0.378963115277138,5.71911133876962,3.64332745656251,0.000970761937841047,0.0329315115086023,-1.00201627210887
"207667_s_at","chr15",0.3774188664541,8.13167612929255,3.64315144044252,0.000971226065500368,0.0329315115086023,-1.00246765618437
"220990_s_at","chr6",0.316953707947373,11.5918358021431,3.64224171997788,0.000973628294230473,0.0329627925692587,-1.0048004523903
"202983_at","chr10",-0.349688673410682,9.18338580702414,-3.64145595647272,0.000975707839362976,0.0329830706183445,-1.00681520487197
"205252_at","chr12",-0.308046173173264,5.90102437022101,-3.63307015674566,0.000998171245651099,0.033691304302075,-1.02830651027751
"202057_at","chr1",-0.434416321324941,6.7502302843563,-3.63217667249592,0.00100059403036123,0.033703716071631,-1.03059521897482
"200712_s_at","chr1",0.533401970035338,7.96144549665155,3.6318145120425,0.00100157769381379,0.033703716071631,-1.03152285052473
"203542_s_at","chr10",0.513381271465768,10.0495462223189,3.62988796123456,0.00100682618410472,0.033703716071631,-1.03645688070923
"212269_s_at","chr19",-0.399510747965381,7.76116205591924,-3.62975750431293,0.0010071825499264,0.033703716071631,-1.03679095315432
"202498_s_at","chr1",0.870948541931153,6.52179101282373,3.62971169899821,0.00100730770414792,0.033703716071631,-1.03690824972141
"203907_s_at","chr11",-0.418015518078394,7.64680099118646,-3.62959867108108,0.00100761659575824,0.033703716071631,-1.03719768499728
"209271_at","chr16_KI270855v1_alt",-0.274266110699145,7.49203752742914,-3.62879581029759,0.00100981336287922,0.0337265551497157,-1.03925350304845
"217738_at","chr3_KI270924v1_alt",0.548920716379742,12.7765244035876,3.6281721669904,0.00101152296488221,0.0337330794740733,-1.04085029191488
"203592_s_at","chr10",0.490776447850121,6.3405177206317,3.62610425459592,0.00101721187340195,0.0338656235280058,-1.04614425195897
"215087_at","chr20",0.31042436301759,5.1674514628384,3.62562387433327,0.00101853785356035,0.0338656235280058,-1.04737388139559
"212755_at","chr19_GL949751v2_alt",-0.246987686409499,4.90920221550808,-3.62485800900411,0.00102065531778226,0.0338854523312004,-1.0493341356932
"222286_at","chr6_GL000256v2_alt",-0.322381512927335,4.72958379294615,-3.62266221041267,0.00102674995633164,0.0339911199438882,-1.05495344973856
"209606_at","chr17",0.716946834062973,7.32490603927799,3.62261198119782,0.00102688978418264,0.0339911199438882,-1.05508197682466
"201735_s_at","chr1",-0.569085289995112,9.00153280598269,-3.61921486160223,0.00103638965141507,0.0342478081829951,-1.06377294882825
"204848_x_at","chr11",0.83371659009736,7.56061092982297,3.61874183176353,0.00103771919574098,0.0342478081829951,-1.06498286499283
"203318_s_at","chr10",-0.298952754991513,8.76523965896646,-3.61768984274579,0.00104068195175594,0.0342947808273182,-1.06767342156842
"218846_at","chr5",-0.479133808070042,8.13716386234438,-3.61705068096873,0.00104248605092965,0.0343034885621267,-1.06930798572279
"89948_at","chr7",0.245105259266964,7.16250436584493,3.61497642123239,0.0010483617746816,0.0343615795334905,-1.07461182638383
"208893_s_at","chr16",0.925728399609,10.7688721288375,3.61485704996549,0.00104870089119217,0.0343615795334905,-1.07491702002138
"221062_at","chr6_GL000250v2_alt",0.355874485251321,4.8641213658857,3.61479442318144,0.00104887884736605,0.0343615795334905,-1.07507713482777
"221830_at","chr6_GL000254v2_alt",-0.351562413198037,7.63206848551064,-3.61314566254298,0.00105357440386768,0.0344647239279886,-1.07929204812051
"220924_s_at","chr6",0.507865700083137,12.679832191377,3.60611125279212,0.00107383789101501,0.0350760802025535,-1.09726640870076
"217985_s_at","chr4",0.516139437067077,9.37925991873086,3.60295710653723,0.00108304599966009,0.0353250596404506,-1.10532141570178
"201195_s_at","chr1",0.655119713486918,7.3870719687955,3.60044224384129,0.00109044259666098,0.0355143124646443,-1.11174183502942
"209967_s_at","chr17",0.920406041620392,9.48755706727738,3.59677220152902,0.00110132467390641,0.0358163646140338,-1.12110823111108
"203906_at","chr11",-0.482882527124433,7.74195830298389,-3.59306673245228,0.00111241853089256,0.0361193072164056,-1.13056119575169
"219069_at","chr5",-0.339746217142553,8.83070339940567,-3.59242039864571,0.00111436465775554,0.0361193072164056,-1.1322096513702
"212061_at","chr19",-0.484003939269599,7.60343592834816,-3.59204250452098,0.00111550403397617,0.0361193072164056,-1.13317340473914
"209285_s_at","chr17",-0.452560603015865,8.11744426646151,-3.58982582755584,0.00112221022779945,0.0362837115307522,-1.13882584210799
"217000_at","chr3",0.256391374650588,6.16041187017,3.58049341939861,0.00115087477182401,0.0371565757853965,-1.16260783656353
"220655_at","chr6",0.160912123077587,3.96859189397099,3.57501358495222,0.00116803524129993,0.0376488105734446,-1.17656067567185
"215028_at","chr20",-0.36338266617249,4.45979454378688,-3.57454910158433,0.00116950114094464,0.0376488105734446,-1.17774295592901
"220202_s_at","chr6",-0.395829735108406,6.67020111898222,-3.57342205124272,0.00117306549773449,0.0377010186339199,-1.18061145502228
"203888_at","chr11",0.807894397022789,7.25789378871601,3.57296698425361,0.00117450765057864,0.0377010186339199,-1.18176956038603
"212601_at","chr19_GL949746v1_alt",-0.397360348059848,7.31256474014038,-3.57183539370975,0.00117810122064882,0.0377619581185522,-1.18464910125863
"200770_s_at","chr1",-0.428677502557622,7.35919169788523,-3.57083474131767,0.00118128784099729,0.037809697175139,-1.18719513989902
"205107_s_at","chr12",-0.424128787018226,6.2376918796137,-3.56991768408365,0.00118421557703315,0.0378490249778588,-1.18952822842244
"202850_at","chr10",-0.531981446170164,11.862593791952,-3.56854381497752,0.00118861485120321,0.0379352049287306,-1.19302304157767
"219492_at","chr5",0.473421800250383,9.84245941185904,3.56541337282938,0.00119869804034609,0.0382022836120025,-1.20098415240413
"206035_at","chr12",0.323488637430442,4.25279186718326,3.56074691708301,0.00121388262608913,0.038628474013946,-1.21284629528544
"218287_s_at","chr4",-0.3469719053826,6.80638256741502,-3.56024133804514,0.00121553890935836,0.038628474013946,-1.21413110079089
"219334_s_at","chr5",0.585295436979838,4.77488193060171,3.55851990042742,0.00122119478040583,0.0387529289502858,-1.21850515880154
"201844_s_at","chr1",0.548390753586657,9.29962621842577,3.55726212430222,0.00122534336390806,0.038829266170384,-1.22170054118049
"218838_s_at","chr5",-0.377217697217896,7.79469553519681,-3.55621739254126,0.00122879962028872,0.0388834788937099,-1.22435433522007
"204619_s_at","chr11",0.88486933164581,6.01653237209084,3.55110217287118,0.00124585879676769,0.0393057049536177,-1.23734327473234
"201906_s_at","chr1",-0.358774801794164,7.62763766079095,-3.55011366008593,0.00124918179163221,0.0393057049536177,-1.2398525005932
"204419_x_at","chr11",0.900293681974268,7.27652665032315,3.54999064761161,0.00124959591119443,0.0393057049536177,-1.24016473366354
"212356_at","chr19",-0.547320031028622,7.1399080552009,-3.54968034060098,0.00125064114516387,0.0393057049536177,-1.24095234239641
"213998_s_at","chr2",-0.769796907836176,7.09309084180133,-3.54958427933278,0.00125096488809602,0.0393057049536177,-1.24119615553874
"219487_at","chr5",-0.516761065213258,7.63232371026399,-3.54768225631116,0.00125739175477239,0.0394519945367107,-1.2460231264079
"219530_at","chr5",-0.442297873043218,7.00807881916467,-3.54411122635067,0.00126954453649811,0.0397772765676066,-1.25508286220556
"213208_at","chr19_KI270929v1_alt",-0.3735124277961,7.0634345125658,-3.53913238750053,0.00128667813812208,0.0402474109489196,-1.26770798601243
"219243_at","chr5",-0.498341610043409,8.25336289106076,-3.53870396798302,0.00128816285884902,0.0402474109489196,-1.26879401352831
"210885_s_at","chr18",0.382685059802087,6.04511164253967,3.53754089813507,0.00129220192770547,0.040317062105735,-1.27174208003893
"221577_x_at","chr6_GL000253v2_alt",1.00558699287677,7.18125320673747,3.53246924317755,0.00130995821562219,0.0407689802355816,-1.28459269128614
"221149_at","chr6_GL000251v2_alt",0.218874563617872,4.7785978010782,3.53235907250043,0.00131034653897187,0.0407689802355816,-1.28487175864367
"213227_at","chr19_KI270930v1_alt",-0.347318333344932,8.57906327961469,-3.5288291692324,0.00132284763337553,0.0411005254235798,-1.29381126489688
"213146_at","chr19_KI270921v1_alt",0.414686358585355,5.3975593543123,3.52691041687357,0.00132969116455121,0.041255612914634,-1.29866897146051
"210354_at","chr17",0.674428590593993,5.50916383226842,3.52470586422565,0.00133759631041429,0.0414431613450615,-1.30424889024403
"204512_at","chr11",0.712506931474232,8.38627768383815,3.51630531080907,0.00136813776732102,0.0423305625591811,-1.32549817992894
"205463_s_at","chr12",0.566617360810398,6.23271374608904,3.51244186147351,0.00138240917201973,0.0427128004508788,-1.33526373977006
"212944_at","chr19_KI270886v1_alt",-0.597946955757392,8.19945881948057,-3.51129365805293,0.00138667824438549,0.0427853618423484,-1.3381651671729
"212205_at","chr19",-0.347472498856284,10.6545569777717,-3.5101516403694,0.00139093695445783,0.0428040429959582,-1.34105057113749
"208598_s_at","chr16",-0.469912227948242,7.79060210268564,-3.51010086522581,0.00139112659375471,0.0428040429959582,-1.34117884972414
"203775_at","chr11",-0.343995081419317,10.7203988242651,-3.50952053068434,0.00139329585179294,0.0428116575039879,-1.342644954903
"201855_s_at","chr1",-0.333897268090372,8.77288134789816,-3.50329603207857,0.00141676918275852,0.043472957416407,-1.35836359630296
"202738_s_at","chr1",-0.485412450011655,8.68205564073803,-3.4981036971205,0.0014366419825422,0.0440221092779815,-1.37146678170757
"201092_at","chr1",-0.273567384535125,10.1858402586944,-3.49420153539604,0.00145175380935694,0.0444240653997866,-1.38130875691169
"218269_at","chr4",-0.322700515675213,8.0123393723509,-3.49142495596441,0.00146259998556614,0.0446945677345089,-1.38830898727563
"213410_at","chr2",-0.536458120889425,7.05434365826785,-3.48970739930158,0.00146934842611599,0.0447648372029287,-1.39263806533646
"212017_at","chr19",-0.32377246936437,8.72568047210147,-3.48947822127738,0.00147025115868864,0.0447648372029287,-1.39321563740197
"211953_s_at","chr19",-0.515485415322068,8.63947324147977,-3.48930650503622,0.0014709279001905,0.0447648372029287,-1.39364838438242
"206173_x_at","chr13",0.518343145660392,6.72241471022471,3.48628290054738,0.00148289345944589,0.0450674182756835,-1.40126678128918
"205474_at","chr12",-0.276872525866329,8.32204130481239,-3.48565412194616,0.00148539355548396,0.0450818967786324,-1.40285072656741
"34187_at","chr7",0.196567276588112,5.21773334902406,3.48454014819458,0.00148983283933132,0.0451551104241957,-1.40565662158585
"213063_at","chr19_KI270916v1_alt",-0.324611961838102,7.98751414443401,-3.48270738646316,0.0014971644462901,0.0453156689809843,-1.41027218452729
"205192_at","chr12",0.633441195151596,6.50041474950653,3.48179447804551,0.00150082934396486,0.0453649596953937,-1.41257083700646
"203232_s_at","chr10",-0.483493441098082,7.68923827553216,-3.47567978254693,0.00152560120576484,0.0460512439848556,-1.42796070005964
"205453_at","chr12",-0.425793579557982,6.42920295595416,-3.47458112061754,0.00153009373746763,0.0461243547896704,-1.43072466434795
"219826_at","chr6",-0.447408754827011,6.13347012276591,-3.4739312360428,0.00153275718438822,0.0461422051305626,-1.43235943955281
"219658_at","chr5_GL339449v2_alt",-0.351071103295562,5.003108601312,-3.47262973232422,0.00153810464830915,0.0462208131702,-1.43563296140583
"208663_s_at","chr16",-0.520242035129195,9.26080963888839,-3.4722469468527,0.00153968081551161,0.0462208131702,-1.43659563792698
"213738_s_at","chr2",-0.257693569854762,13.0063172709769,-3.47178309764237,0.00154159286194095,0.0462208131702,-1.43776212296775
"206025_s_at","chr12",0.647945871284284,5.48327748845578,3.47075440762566,0.00154584143545387,0.0462859000774272,-1.44034882882495
"213364_s_at","chr1_KI270762v1_alt",-0.631467465808728,7.6473351393937,-3.46991425553257,0.00154931971336566,0.0463277788652978,-1.44246120144051
"202630_at","chr1",-0.491049048817244,8.47438715058435,-3.46928006528098,0.0015519502988291,0.0463442316447934,-1.44405558489038
"212548_s_at","chr19",-0.238954939308561,7.88290721618906,-3.46877749548644,0.00155403799089183,0.0463444502317234,-1.44531898003514
"211036_x_at","chr18",-0.29779170217652,10.5537084152134,-3.46678655066155,0.00156233510963655,0.0464995304232142,-1.45032318759348
"203115_at","chr10",-0.440948631425998,7.15504459954376,-3.46652868686192,0.00156341286021401,0.0464995304232142,-1.45097123419418
"205302_at","chr12",1.18083323195817,13.5283994230489,3.465514510072,0.00156765861049059,0.0465636411545319,-1.45351979750181
"201108_s_at","chr1",0.640487350160424,7.07093091001912,3.46461014660401,0.00157145402053263,0.046614222656998,-1.45579213746315
"204765_at","chr11",0.43782811008617,7.14971683497194,3.4615976597336,0.00158416081359896,0.0469286575060425,-1.46335959943208
"221486_at","chr6_GL000252v2_alt",0.288794979294455,9.24538309651733,3.46014233632195,0.00159033488489186,0.0470489910102735,-1.46701440604706
"201728_s_at","chr1",-0.390670616144115,6.02374913669166,-3.45951724690319,0.00159299388853035,0.0470651523273086,-1.46858401325367
"211696_x_at","chr19",1.23521939112402,12.3402620344346,3.45649684037071,0.00160590263231922,0.0473303029594555,-1.47616657373623
"203870_at","chr11",-0.41893748066344,6.45684966380632,-3.45642344143336,0.00160621758034512,0.0473303029594555,-1.47635080218373
"213761_at","chr2",-0.605635259882378,6.26543132764888,-3.45437049793488,0.00161505074840627,0.0475277219580535,-1.4815029273403
"209158_s_at","chr16",0.26385066588565,7.49653407093382,3.45089488506903,0.00163011212953828,0.047907662150032,-1.49022241630567
"201161_s_at","chr1",0.546937880607198,8.58529842032421,3.44890321641359,0.00163880387917794,0.0480062410215178,-1.49521733351171
"210634_at","chr17_GL383563v3_alt",0.296996782551345,4.86888198023155,3.44839292113484,0.00164103801792444,0.0480062410215178,-1.49649690547378
"202723_s_at","chr1",0.545629508863579,7.94515856409456,3.44816623968164,0.00164203140056951,0.0480062410215178,-1.49706528587736
"201687_s_at","chr1",-0.294166586781495,9.84694968740325,-3.44815372462645,0.00164208626199204,0.0480062410215178,-1.49709666561916
"209943_at","chr17",-0.450803540827555,7.88369996834184,-3.44440594420225,0.00165859492574909,0.0484253200011958,-1.5064914813174
"222271_at","chr6_GL000256v2_alt",0.432033735060964,5.48326667757354,3.44297109966077,0.00166495756582258,0.0484854025293907,-1.510087132308
"210685_s_at","chr17_KI270857v1_alt",-0.374450260690428,5.67001118379396,-3.44273331399412,0.00166601426755822,0.0484854025293907,-1.51068294895623
"210439_at","chr17",0.24564265791065,4.94815175045,3.44247066289625,0.0016671822210133,0.0484854025293907,-1.51134104987329
"214038_at","chr2",0.982600133660952,5.4121283831793,3.4388269457919,0.001683466720708,0.0488951605439531,-1.5204685316288
"207349_s_at","chr14_KI270846v1_alt",0.174325377210758,4.22773442777127,3.43814022449849,0.00168655294156258,0.0489210154676949,-1.52218829268768
"220494_s_at","chr6",0.495666817079315,4.93976280344207,3.43678874855521,0.00169264259924888,0.0490338090812319,-1.52557236744939
"215975_x_at","chr22",0.389435031527474,5.4526477377256,3.43054643648193,0.0017210461414267,0.0497519166152297,-1.54119549970141
"218626_at","chr4_GL000257v2_alt",-0.391765907867303,6.91048238242328,-3.43036070078557,0.00172189826773543,0.0497519166152297,-1.5416601654808
"207090_x_at","chr14",-0.366850058712692,5.94630956853759,-3.42850218260015,0.00173044727917634,0.0499341632619318,-1.54630912332111
"219361_s_at","chr5",0.396650331040145,7.28059252234348,3.42778380487882,0.00173376269913591,0.0499651120939852,-1.54810580171771
